date,channel,sessions,revenue,transactions,bounce_rate,avg_session_seconds,financial_year,week_number
2023-04-17,Paid Search,2072,10527.75,24,0.14,161.8238,2023,3
2023-04-17,Paid Shopping,2519,16074,10,0.2751,68.3251,2023,3
2023-04-17,Paid Social,736,0,0,0.2283,69.8872,2023,3
2023-04-17,Referral,410,0,2,0.2951,105.2415,2023,3
2023-04-17,SMS,0,0,0,0.0,0,2023,3
2023-04-17,Unassigned,64,0,0,0.5469,41.9219,2023,3
2023-04-18,Affiliates,189,7082.8234,7,0.3016,90.0635,2023,3
2023-04-18,Cross-network,963,877,2,0.296,75.7134,2023,3
2023-04-18,Direct,2573,16955.1999,18,0.3498,90.0027,2023,3
2023-04-18,Display,135,0,0,0.3111,88.3111,2023,3
2023-04-18,Email,116,0,0,0.3793,53.4914,2023,3
2023-04-18,Organic Search,4325,10694.1745,11,0.2814,92.0927,2023,3
2023-04-18,Organic Shopping,46,0,0,0.2391,69.1739,2023,3
2023-04-18,Organic Social,972,2799,2,0.1317,69.1327,2023,3
2023-04-18,Organic Video,6,0,0,0.0,961.1667,2023,3
2023-04-18,Paid Search,2086,6911.95,10,0.1371,164.1582,2023,3
2023-04-18,Paid Shopping,2500,1516.95,5,0.2792,62.1308,2023,3
2023-04-18,Paid Social,701,326,2,0.2739,80.4722,2023,3
2023-04-18,Referral,376,0,1,0.2872,142.8856,2023,3
2023-04-18,SMS,2,0,0,0.5,28.5,2023,3
2023-04-18,Unassigned,48,0,0,0.5,47.1667,2023,3
2023-04-19,Affiliates,155,2743.95,2,0.271,77.7935,2023,3
2023-04-19,Cross-network,1055,3716,4,0.2825,73.6199,2023,3
2023-04-19,Direct,2360,5247.85,13,0.3869,80.0212,2023,3
2023-04-19,Display,143,799,1,0.2727,58.8112,2023,3
2023-04-19,Email,75,0,0,0.36,134.6267,2023,3
2023-04-19,Organic Search,4042,6788.85,19,0.2981,88.167,2023,3
2023-04-19,Organic Shopping,33,0,0,0.1818,89.5455,2023,3
2023-04-19,Organic Social,835,527.1455,1,0.1509,65.297,2023,3
2023-04-19,Organic Video,1,0,0,0.0,992,2023,3
2023-04-19,Paid Search,2012,9301.9168,13,0.1377,155.9175,2023,3
2023-04-19,Paid Shopping,2366,11058.9,10,0.295,65.8428,2023,3
2023-04-19,Paid Social,635,0,0,0.2583,61.548,2023,3
2023-04-19,Referral,313,140.95,1,0.2939,147.9776,2023,3
2023-04-19,SMS,4,0,0,1,0,2023,3
2023-04-19,Unassigned,34,149,1,0.4118,74.2353,2023,3
2023-04-20,Affiliates,274,5403,6,0.2409,92.9562,2023,3
2023-04-20,Cross-network,979,0,0,0.2972,71.666,2023,3
2023-04-20,Direct,2534,4620.5,14,0.3729,76.0095,2023,3
2023-04-20,Display,106,0,0,0.3019,67.6981,2023,3
2023-04-20,Email,2292,1372.9,4,0.1008,94.4673,2023,3
2023-04-20,Organic Search,3935,5788.7,16,0.2714,87.1588,2023,3
2023-04-20,Organic Shopping,35,0,0,0.2571,72.4,2023,3
2023-04-20,Organic Social,794,0,0,0.1423,69.995,2023,3
2023-04-20,Organic Video,0,0,0,0.0,0,2023,3
2023-04-20,Paid Search,1780,6691.8,15,0.1253,163.0815,2023,3
2023-04-20,Paid Shopping,2245,1543.9,6,0.2775,63.2036,2023,3
2023-04-20,Paid Social,655,425,1,0.226,75.6977,2023,3
2023-04-20,Referral,287,0,0,0.2787,245.1115,2023,3
2023-04-20,SMS,6,0,0,0.3333,141.1667,2023,3
2023-04-20,Unassigned,34,0,0,0.6176,113.7941,2023,3
2023-04-21,Affiliates,159,1568,3,0.2138,93.044,2023,3
2023-04-21,Cross-network,836,474,1,0.2955,74.5526,2023,3
2023-04-21,Direct,2449,9661.4887,19,0.3528,92.1801,2023,3
2023-04-21,Display,101,0,0,0.2673,96.6931,2023,3
2023-04-21,Email,1294,1571,5,0.2828,83.8802,2023,3
2023-04-21,Organic Search,4180,7191.8627,14,0.2522,96.7502,2023,3
2023-04-21,Organic Shopping,31,0,0,0.1935,56.8065,2023,3
2023-04-21,Organic Social,675,0,1,0.1659,69.7467,2023,3
2023-04-21,Organic Video,0,0,0,0.0,0,2023,3
2023-04-21,Paid Search,2056,10552.8494,17,0.1367,166.6425,2023,3
2023-04-21,Paid Shopping,2087,4581.8048,9,0.3009,60.769,2023,3
2023-04-21,Paid Social,577,0,0,0.253,82.4471,2023,3
2023-04-21,Referral,330,0,0,0.3,140.603,2023,3
2023-04-21,SMS,5,0,0,0.6,6.2,2023,3
2023-04-21,Unassigned,37,349,1,0.6216,95.2432,2023,3
2023-04-22,Affiliates,239,1918,5,0.2762,103.7866,2023,3
2023-04-22,Cross-network,886,85,1,0.2709,91.4921,2023,3
2023-04-22,Direct,2928,10274.3072,13,0.3716,93.9471,2023,3
2023-04-22,Display,85,0,0,0.3176,78.7882,2023,3
2023-04-22,Email,287,0,0,0.3833,105.6237,2023,3
2023-04-22,Organic Search,5427,11734.7141,29,0.2574,97.6958,2023,3
2023-04-22,Organic Shopping,28,0,0,0.25,82.75,2023,3
2023-04-22,Organic Social,730,0,0,0.1616,75.9466,2023,3
2023-04-22,Organic Video,2,0,0,0.0,60.5,2023,3
2023-04-22,Paid Search,2553,9236.85,21,0.1297,168.9142,2023,3
2023-04-22,Paid Shopping,2376,5329.9062,11,0.2824,72.1759,2023,3
2023-04-22,Paid Social,650,0,1,0.2523,90.3154,2023,3
2023-04-22,Referral,340,2137.4781,4,0.2882,213.6618,2023,3
2023-04-22,SMS,5,0,0,0.4,4.4,2023,3
2023-04-22,Unassigned,71,1278,1,0.5493,61.662,2023,3
2023-04-23,Affiliates,294,9107.95,12,0.2619,121.9694,2023,3
2023-04-23,Cross-network,1115,5040,9,0.2323,92.9991,2023,3
2023-04-23,Direct,3188,15608.4469,27,0.3466,100.7136,2023,3
2023-04-23,Display,114,0,0,0.2456,70.386,2023,3
2023-04-23,Email,2241,7291,8,0.1419,93.9273,2023,3
2023-04-23,Organic Search,5854,22929.578,38,0.2439,99.4783,2023,3
2023-04-23,Organic Shopping,48,288,2,0.2917,91.4792,2023,3
2023-04-23,Organic Social,735,0,1,0.1537,73.4204,2023,3
2023-04-23,Organic Video,0,0,0,0.0,0,2023,3
2023-04-23,Paid Search,2736,21968.7,29,0.1104,177.2065,2023,3
2023-04-23,Paid Shopping,2356,2799.85,9,0.2789,69.4435,2023,3
2023-04-23,Paid Social,607,458.95,2,0.2932,74.1252,2023,3
2023-04-23,Referral,283,839,1,0.3004,194.1413,2023,3
2023-04-23,SMS,2,0,0,0.5,27,2023,3
2023-04-23,Unassigned,101,0,0,0.5248,91.0693,2023,3
2023-04-24,Affiliates,207,978,3,0.285,73.1594,2023,4
2023-04-24,Cross-network,746,0,0,0.2547,83.9182,2023,4
2023-04-24,Direct,2553,2354.9,8,0.3749,91.4508,2023,4
2023-04-24,Display,126,279,1,0.3095,62.3889,2023,4
2023-04-24,Email,802,258,1,0.3105,81.919,2023,4
2023-04-24,Organic Search,4467,16115.7,28,0.2736,99.3904,2023,4
2023-04-24,Organic Shopping,43,65.95,1,0.186,96.6977,2023,4
2023-04-24,Organic Social,931,0,2,0.2052,61.3835,2023,4
2023-04-24,Organic Video,0,0,0,0.0,0,2023,4
2023-04-24,Paid Search,2326,6181.85,14,0.138,162.5155,2023,4
2023-04-24,Paid Shopping,1723,5783.95,11,0.285,66.2652,2023,4
2023-04-24,Paid Social,618,227,1,0.2411,77.3204,2023,4
2023-04-24,Referral,340,621.95,1,0.3176,165.1941,2023,4
2023-04-24,SMS,0,0,0,0.0,0,2023,4
2023-04-24,Unassigned,39,0,1,0.6154,88.9744,2023,4
2023-04-25,Affiliates,188,278,1,0.2819,92.7394,2023,4
2023-04-25,Cross-network,855,5054,4,0.2596,78.5205,2023,4
2023-04-25,Direct,2458,18666.1742,17,0.3666,87.6359,2023,4
2023-04-25,Display,44,416,1,0.2955,124.3182,2023,4
2023-04-25,Email,1684,736.8,7,0.1514,65.0012,2023,4
2023-04-25,Organic Search,4029,12217.0532,22,0.2899,92.3043,2023,4
2023-04-25,Organic Shopping,40,0,0,0.075,69.425,2023,4
2023-04-25,Organic Social,555,0,1,0.1604,73.6865,2023,4
2023-04-25,Organic Video,1,0,0,0.0,110,2023,4
2023-04-25,Paid Search,1976,8512.6838,12,0.165,144.2313,2023,4
2023-04-25,Paid Shopping,1451,3589.95,9,0.2715,72.3811,2023,4
2023-04-25,Paid Social,497,719,1,0.2455,79.5614,2023,4
2023-04-25,Referral,284,0,0,0.331,174.4542,2023,4
2023-04-25,SMS,1,0,0,1,0,2023,4
2023-04-25,Unassigned,40,0,0,0.65,32.475,2023,4
2023-04-26,Affiliates,179,5983.95,6,0.3687,74.3575,2023,4
2023-04-26,Cross-network,741,598,2,0.2321,90.6977,2023,4
2023-04-26,Direct,2360,9728.7,14,0.3818,102.7475,2023,4
2023-04-26,Display,142,0,0,0.3592,52.1338,2023,4
2023-04-26,Email,982,2047.2337,5,0.3035,66.2495,2023,4
2023-04-26,Organic Search,4015,17863.2455,16,0.2486,102.0531,2023,4
2023-04-26,Organic Shopping,34,0,0,0.3235,90.8529,2023,4
2023-04-26,Organic Social,650,0,0,0.1677,74.7415,2023,4
2023-04-26,Organic Video,0,0,0,0.0,0,2023,4
2023-04-26,Paid Search,2027,10247,17,0.1233,170.8658,2023,4
2023-04-26,Paid Shopping,1474,2947.9,6,0.2537,65.8487,2023,4
2023-04-26,Paid Social,459,0,0,0.2636,74.9935,2023,4
2023-04-26,Referral,327,0,0,0.2691,192.107,2023,4
2023-04-26,SMS,1,0,0,0.0,483,2023,4
2023-04-26,Unassigned,36,0,0,0.5,145.3056,2023,4
2023-04-27,Affiliates,177,3080.8954,8,0.2881,93.7514,2023,4
2023-04-27,Cross-network,761,3606,3,0.2668,90.4849,2023,4
2023-04-27,Direct,2310,5024.4067,14,0.3831,83.5714,2023,4
2023-04-27,Display,112,0,0,0.25,66.5089,2023,4
2023-04-27,Email,251,1005,2,0.3625,105.6494,2023,4
2023-04-27,Organic Search,3859,11431.8649,16,0.2485,95.7385,2023,4
2023-04-27,Organic Shopping,42,0,0,0.2143,71.4762,2023,4
2023-04-27,Organic Social,657,0,0,0.1842,74.7017,2023,4
2023-04-27,Organic Video,0,0,0,0.0,0,2023,4
2023-04-27,Paid Search,1951,5564.85,11,0.1333,169.818,2023,4
2023-04-27,Paid Shopping,1423,2408.899,5,0.2614,74.2059,2023,4
2023-04-27,Paid Social,497,0,0,0.2475,68.5835,2023,4
2023-04-27,Referral,284,0,1,0.3521,230.9472,2023,4
2023-04-27,SMS,0,0,0,0.0,0,2023,4
2023-04-27,Unassigned,51,2442.9414,3,0.6275,64.7843,2023,4
2023-04-28,Affiliates,156,1027,3,0.2564,104.5513,2023,4
2023-04-28,Cross-network,820,457,2,0.2463,89.5927,2023,4
2023-04-28,Direct,2663,6115.2005,11,0.4195,80.3128,2023,4
2023-04-28,Display,118,0,0,0.2458,71.3814,2023,4
2023-04-28,Email,173,39,1,0.3931,69.7399,2023,4
2023-04-28,Organic Search,3939,7221.965,19,0.2737,93.915,2023,4
2023-04-28,Organic Shopping,45,0,0,0.2,63.1556,2023,4
2023-04-28,Organic Social,591,0,0,0.1827,76.687,2023,4
2023-04-28,Organic Video,0,0,0,0.0,0,2023,4
2023-04-28,Paid Search,2097,14891.85,16,0.1354,158.8197,2023,4
2023-04-28,Paid Shopping,1367,5337.5781,10,0.2751,68.7688,2023,4
2023-04-28,Paid Social,473,839,1,0.2135,71.6342,2023,4
2023-04-28,Referral,288,2749.2869,3,0.25,207.934,2023,4
2023-04-28,SMS,2,0,0,0.5,0,2023,4
2023-04-28,Unassigned,36,0,0,0.6389,98.2222,2023,4
2023-04-29,Affiliates,232,10346,7,0.2371,104.3233,2023,4
2023-04-29,Cross-network,863,4106,5,0.2503,90.2619,2023,4
2023-04-29,Direct,2982,20206.95,20,0.3414,90.4222,2023,4
2023-04-29,Display,90,0,0,0.2778,64.5556,2023,4
2023-04-29,Email,118,299,1,0.3644,89.678,2023,4
2023-04-29,Organic Search,4850,12034.0485,22,0.2625,98.0151,2023,4
2023-04-29,Organic Shopping,44,0,0,0.2273,68.1818,2023,4
2023-04-29,Organic Social,657,0,0,0.1842,78.583,2023,4
2023-04-29,Organic Video,0,0,0,0.0,0,2023,4
2023-04-29,Paid Search,2410,5338.8,20,0.1133,159.4598,2023,4
2023-04-29,Paid Shopping,1349,1369,3,0.2898,66.8532,2023,4
2023-04-29,Paid Social,554,356,1,0.2383,77.2924,2023,4
2023-04-29,Referral,264,0,1,0.2614,220.6705,2023,4
2023-04-29,SMS,0,0,0,0.0,0,2023,4
